transaction_time,window,is_workday,day_of_week,time_slot
2019-04-05 07:04:00,1st canteen,1,4,84
2019-04-05 07:04:00,1st canteen,1,4,84
2019-04-05 07:05:00,1st canteen,1,4,85
2019-04-05 07:05:00,1st canteen,1,4,85
2019-04-05 07:06:00,1st canteen,1,4,85
2019-04-05 07:06:00,1st canteen,1,4,85
2019-04-05 07:06:00,1st canteen,1,4,85
2019-04-05 07:06:00,1st canteen,1,4,85
2019-04-05 07:06:00,1st canteen,1,4,85
2019-04-05 07:07:00,1st canteen,1,4,85
2019-04-05 07:08:00,1st canteen,1,4,85
2019-04-05 07:08:00,1st canteen,1,4,85
2019-04-05 07:09:00,1st canteen,1,4,85
2019-04-05 07:09:00,1st canteen,1,4,85
2019-04-05 07:10:00,1st canteen,1,4,86
2019-04-05 07:12:00,1st canteen,1,4,86
2019-04-05 07:13:00,1st canteen,1,4,86
2019-04-05 07:13:00,1st canteen,1,4,86
2019-04-05 07:13:00,1st canteen,1,4,86
2019-04-05 07:13:00,1st canteen,1,4,86
2019-04-05 07:13:00,1st canteen,1,4,86
2019-04-05 07:13:00,1st canteen,1,4,86
2019-04-05 07:14:00,1st canteen,1,4,86
2019-04-05 07:14:00,1st canteen,1,4,86
2019-04-05 07:14:00,1st canteen,1,4,86
2019-04-05 07:14:00,1st canteen,1,4,86
2019-04-05 07:14:00,1st canteen,1,4,86
2019-04-05 07:14:00,1st canteen,1,4,86
2019-04-05 07:15:00,1st canteen,1,4,87
2019-04-05 07:15:00,1st canteen,1,4,87
2019-04-05 07:15:00,1st canteen,1,4,87
2019-04-05 07:15:00,1st canteen,1,4,87
2019-04-05 07:17:00,1st canteen,1,4,87
2019-04-05 07:17:00,1st canteen,1,4,87
2019-04-05 07:17:00,1st canteen,1,4,87
2019-04-05 07:18:00,1st canteen,1,4,87
2019-04-05 07:18:00,1st canteen,1,4,87
2019-04-05 07:19:00,1st canteen,1,4,87
2019-04-05 07:19:00,1st canteen,1,4,87
2019-04-05 07:19:00,1st canteen,1,4,87
2019-04-05 07:19:00,1st canteen,1,4,87
2019-04-05 07:19:00,1st canteen,1,4,87
2019-04-05 07:19:00,1st canteen,1,4,87
2019-04-05 07:20:00,1st canteen,1,4,88
2019-04-05 07:20:00,1st canteen,1,4,88
2019-04-05 07:21:00,1st canteen,1,4,88
2019-04-05 07:21:00,1st canteen,1,4,88
2019-04-05 07:21:00,1st canteen,1,4,88
2019-04-05 07:21:00,1st canteen,1,4,88
2019-04-05 07:21:00,1st canteen,1,4,88
2019-04-05 07:21:00,1st canteen,1,4,88
2019-04-05 07:22:00,1st canteen,1,4,88
2019-04-05 07:22:00,1st canteen,1,4,88
2019-04-05 07:22:00,1st canteen,1,4,88
2019-04-05 07:22:00,1st canteen,1,4,88
2019-04-05 07:24:00,1st canteen,1,4,88
2019-04-05 07:24:00,1st canteen,1,4,88
2019-04-05 07:24:00,1st canteen,1,4,88
2019-04-05 07:24:00,1st canteen,1,4,88
2019-04-05 07:24:00,1st canteen,1,4,88
2019-04-05 07:24:00,1st canteen,1,4,88
2019-04-05 07:25:00,1st canteen,1,4,89
2019-04-05 07:26:00,1st canteen,1,4,89
2019-04-05 07:26:00,1st canteen,1,4,89
2019-04-05 07:26:00,1st canteen,1,4,89
2019-04-05 07:26:00,1st canteen,1,4,89
2019-04-05 07:26:00,1st canteen,1,4,89
2019-04-05 07:26:00,1st canteen,1,4,89
2019-04-05 07:27:00,1st canteen,1,4,89
2019-04-05 07:27:00,1st canteen,1,4,89
2019-04-05 07:29:00,1st canteen,1,4,89
2019-04-05 07:30:00,1st canteen,1,4,90
2019-04-05 07:30:00,1st canteen,1,4,90
2019-04-05 07:30:00,1st canteen,1,4,90
2019-04-05 07:31:00,1st canteen,1,4,90
2019-04-05 07:31:00,1st canteen,1,4,90
2019-04-05 07:32:00,1st canteen,1,4,90
2019-04-05 07:32:00,1st canteen,1,4,90
2019-04-05 07:32:00,1st canteen,1,4,90
2019-04-05 07:32:00,1st canteen,1,4,90
2019-04-05 07:34:00,1st canteen,1,4,90
2019-04-05 07:34:00,1st canteen,1,4,90
2019-04-05 07:35:00,1st canteen,1,4,91
2019-04-05 07:35:00,1st canteen,1,4,91
2019-04-05 07:35:00,1st canteen,1,4,91
2019-04-05 07:36:00,1st canteen,1,4,91
2019-04-05 07:36:00,1st canteen,1,4,91
2019-04-05 07:36:00,1st canteen,1,4,91
2019-04-05 07:36:00,1st canteen,1,4,91
2019-04-05 07:36:00,1st canteen,1,4,91
2019-04-05 07:36:00,1st canteen,1,4,91
2019-04-05 07:36:00,1st canteen,1,4,91
2019-04-05 07:36:00,1st canteen,1,4,91
2019-04-05 07:37:00,1st canteen,1,4,91
2019-04-05 07:38:00,1st canteen,1,4,91
2019-04-05 07:38:00,1st canteen,1,4,91
2019-04-05 07:38:00,1st canteen,1,4,91
2019-04-05 07:38:00,1st canteen,1,4,91
2019-04-05 07:38:00,1st canteen,1,4,91
2019-04-05 07:38:00,1st canteen,1,4,91
2019-04-05 07:39:00,1st canteen,1,4,91
2019-04-05 07:39:00,1st canteen,1,4,91
