transaction_time,window,is_workday,day_of_week,time_slot
2019-04-06 07:47:00,1st canteen,0,5,93
2019-04-06 08:01:00,1st canteen,0,5,96
2019-04-06 08:02:00,1st canteen,0,5,96
2019-04-06 08:02:00,1st canteen,0,5,96
2019-04-06 08:08:00,1st canteen,0,5,97
2019-04-06 08:08:00,1st canteen,0,5,97
2019-04-06 08:09:00,1st canteen,0,5,97
2019-04-06 08:12:00,1st canteen,0,5,98
2019-04-06 08:12:00,1st canteen,0,5,98
2019-04-06 08:12:00,1st canteen,0,5,98
2019-04-06 08:13:00,1st canteen,0,5,98
2019-04-06 08:13:00,1st canteen,0,5,98
2019-04-06 08:13:00,1st canteen,0,5,98
2019-04-06 08:13:00,1st canteen,0,5,98
2019-04-06 08:14:00,1st canteen,0,5,98
2019-04-06 08:15:00,1st canteen,0,5,99
2019-04-06 08:15:00,1st canteen,0,5,99
2019-04-06 08:15:00,1st canteen,0,5,99
2019-04-06 08:17:00,1st canteen,0,5,99
2019-04-06 08:17:00,1st canteen,0,5,99
2019-04-06 08:18:00,1st canteen,0,5,99
2019-04-06 08:18:00,1st canteen,0,5,99
2019-04-06 08:21:00,1st canteen,0,5,100
2019-04-06 08:21:00,1st canteen,0,5,100
2019-04-06 08:21:00,1st canteen,0,5,100
2019-04-06 08:22:00,1st canteen,0,5,100
2019-04-06 08:23:00,1st canteen,0,5,100
2019-04-06 08:23:00,1st canteen,0,5,100
2019-04-06 08:24:00,1st canteen,0,5,100
2019-04-06 08:24:00,1st canteen,0,5,100
2019-04-06 08:25:00,1st canteen,0,5,101
2019-04-06 08:26:00,1st canteen,0,5,101
2019-04-06 08:26:00,1st canteen,0,5,101
2019-04-06 08:26:00,1st canteen,0,5,101
2019-04-06 08:27:00,1st canteen,0,5,101
2019-04-06 08:27:00,1st canteen,0,5,101
2019-04-06 08:27:00,1st canteen,0,5,101
2019-04-06 08:29:00,1st canteen,0,5,101
2019-04-06 08:29:00,1st canteen,0,5,101
2019-04-06 08:29:00,1st canteen,0,5,101
2019-04-06 08:29:00,1st canteen,0,5,101
2019-04-06 08:30:00,1st canteen,0,5,102
2019-04-06 08:30:00,1st canteen,0,5,102
2019-04-06 08:30:00,1st canteen,0,5,102
2019-04-06 08:30:00,1st canteen,0,5,102
2019-04-06 08:31:00,1st canteen,0,5,102
2019-04-06 08:31:00,1st canteen,0,5,102
2019-04-06 08:32:00,1st canteen,0,5,102
2019-04-06 08:32:00,1st canteen,0,5,102
2019-04-06 08:32:00,1st canteen,0,5,102
2019-04-06 08:33:00,1st canteen,0,5,102
2019-04-06 08:34:00,3rd canteen,0,5,102
2019-04-06 08:34:00,1st canteen,0,5,102
2019-04-06 08:34:00,1st canteen,0,5,102
2019-04-06 08:35:00,1st canteen,0,5,103
2019-04-06 08:35:00,1st canteen,0,5,103
2019-04-06 08:35:00,1st canteen,0,5,103
2019-04-06 08:36:00,1st canteen,0,5,103
2019-04-06 08:36:00,1st canteen,0,5,103
2019-04-06 08:36:00,1st canteen,0,5,103
2019-04-06 08:36:00,3rd canteen,0,5,103
2019-04-06 08:38:00,1st canteen,0,5,103
2019-04-06 08:38:00,3rd canteen,0,5,103
2019-04-06 08:38:00,1st canteen,0,5,103
