transaction_time,window,is_workday,day_of_week,time_slot
2019-04-24 00:30:00,4th canteen,1,2,6
2019-04-24 00:30:00,4th canteen,1,2,6
2019-04-24 00:34:00,4th canteen,1,2,6
2019-04-24 01:02:00,4th canteen,1,2,12
2019-04-24 01:16:00,4th canteen,1,2,15
2019-04-24 06:27:00,2nd canteen,1,2,77
2019-04-24 06:32:00,5th canteen,1,2,78
2019-04-24 06:34:00,5th canteen,1,2,78
2019-04-24 06:34:00,5th canteen,1,2,78
2019-04-24 06:35:00,5th canteen,1,2,79
2019-04-24 06:35:00,5th canteen,1,2,79
2019-04-24 06:35:00,5th canteen,1,2,79
2019-04-24 06:36:00,5th canteen,1,2,79
2019-04-24 06:37:00,2nd canteen,1,2,79
2019-04-24 06:37:00,2nd canteen,1,2,79
2019-04-24 06:37:00,2nd canteen,1,2,79
2019-04-24 06:39:00,5th canteen,1,2,79
2019-04-24 06:39:00,5th canteen,1,2,79
2019-04-24 06:40:00,5th canteen,1,2,80
2019-04-24 06:41:00,5th canteen,1,2,80
2019-04-24 06:42:00,5th canteen,1,2,80
2019-04-24 06:43:00,5th canteen,1,2,80
2019-04-24 06:43:00,5th canteen,1,2,80
2019-04-24 06:43:00,5th canteen,1,2,80
2019-04-24 06:43:00,2nd canteen,1,2,80
2019-04-24 06:44:00,5th canteen,1,2,80
2019-04-24 06:44:00,2nd canteen,1,2,80
2019-04-24 06:44:00,2nd canteen,1,2,80
2019-04-24 06:44:00,2nd canteen,1,2,80
2019-04-24 06:44:00,2nd canteen,1,2,80
2019-04-24 06:45:00,5th canteen,1,2,81
2019-04-24 06:45:00,5th canteen,1,2,81
2019-04-24 06:46:00,5th canteen,1,2,81
2019-04-24 06:46:00,2nd canteen,1,2,81
2019-04-24 06:46:00,2nd canteen,1,2,81
2019-04-24 06:46:00,2nd canteen,1,2,81
2019-04-24 06:46:00,2nd canteen,1,2,81
2019-04-24 06:47:00,5th canteen,1,2,81
2019-04-24 06:47:00,2nd canteen,1,2,81
2019-04-24 06:47:00,5th canteen,1,2,81
2019-04-24 06:48:00,5th canteen,1,2,81
2019-04-24 06:48:00,5th canteen,1,2,81
2019-04-24 06:48:00,5th canteen,1,2,81
2019-04-24 06:48:00,5th canteen,1,2,81
2019-04-24 06:48:00,5th canteen,1,2,81
2019-04-24 06:48:00,5th canteen,1,2,81
2019-04-24 06:48:00,5th canteen,1,2,81
2019-04-24 06:49:00,5th canteen,1,2,81
2019-04-24 06:49:00,5th canteen,1,2,81
2019-04-24 06:49:00,5th canteen,1,2,81
2019-04-24 06:49:00,5th canteen,1,2,81
2019-04-24 06:50:00,2nd canteen,1,2,82
2019-04-24 06:50:00,1st canteen,1,2,82
2019-04-24 06:50:00,1st canteen,1,2,82
2019-04-24 06:51:00,5th canteen,1,2,82
2019-04-24 06:52:00,2nd canteen,1,2,82
2019-04-24 06:52:00,5th canteen,1,2,82
2019-04-24 06:53:00,5th canteen,1,2,82
2019-04-24 06:53:00,5th canteen,1,2,82
2019-04-24 06:53:00,5th canteen,1,2,82
2019-04-24 06:54:00,5th canteen,1,2,82
2019-04-24 06:54:00,2nd canteen,1,2,82
2019-04-24 06:54:00,5th canteen,1,2,82
2019-04-24 06:54:00,2nd canteen,1,2,82
2019-04-24 06:54:00,5th canteen,1,2,82
2019-04-24 06:54:00,5th canteen,1,2,82
2019-04-24 06:54:00,2nd canteen,1,2,82
2019-04-24 06:54:00,5th canteen,1,2,82
2019-04-24 06:54:00,5th canteen,1,2,82
2019-04-24 06:54:00,5th canteen,1,2,82
