transaction_time,window,is_workday,day_of_week,time_slot
2019-04-01 06:26:00,2nd canteen,1,0,77
2019-04-01 06:26:00,2nd canteen,1,0,77
2019-04-01 06:26:00,2nd canteen,1,0,77
2019-04-01 06:27:00,2nd canteen,1,0,77
2019-04-01 06:28:00,2nd canteen,1,0,77
2019-04-01 06:28:00,2nd canteen,1,0,77
2019-04-01 06:33:00,2nd canteen,1,0,78
2019-04-01 06:33:00,2nd canteen,1,0,78
2019-04-01 06:33:00,2nd canteen,1,0,78
2019-04-01 06:34:00,2nd canteen,1,0,78
2019-04-01 06:35:00,2nd canteen,1,0,79
2019-04-01 06:39:00,2nd canteen,1,0,79
2019-04-01 06:40:00,2nd canteen,1,0,80
2019-04-01 06:41:00,2nd canteen,1,0,80
2019-04-01 06:41:00,2nd canteen,1,0,80
2019-04-01 06:43:00,2nd canteen,1,0,80
2019-04-01 06:43:00,2nd canteen,1,0,80
2019-04-01 06:43:00,2nd canteen,1,0,80
2019-04-01 06:44:00,2nd canteen,1,0,80
2019-04-01 06:48:00,2nd canteen,1,0,81
2019-04-01 06:48:00,2nd canteen,1,0,81
2019-04-01 06:48:00,2nd canteen,1,0,81
2019-04-01 06:48:00,2nd canteen,1,0,81
2019-04-01 06:49:00,2nd canteen,1,0,81
2019-04-01 06:50:00,2nd canteen,1,0,82
2019-04-01 06:50:00,2nd canteen,1,0,82
2019-04-01 06:51:00,5th canteen,1,0,82
2019-04-01 06:51:00,2nd canteen,1,0,82
2019-04-01 06:52:00,5th canteen,1,0,82
2019-04-01 06:52:00,2nd canteen,1,0,82
2019-04-01 06:52:00,2nd canteen,1,0,82
2019-04-01 06:53:00,5th canteen,1,0,82
2019-04-01 06:53:00,5th canteen,1,0,82
2019-04-01 06:53:00,2nd canteen,1,0,82
2019-04-01 06:53:00,5th canteen,1,0,82
2019-04-01 06:54:00,5th canteen,1,0,82
2019-04-01 06:54:00,5th canteen,1,0,82
2019-04-01 06:54:00,5th canteen,1,0,82
2019-04-01 06:54:00,2nd canteen,1,0,82
2019-04-01 06:54:00,5th canteen,1,0,82
2019-04-01 06:56:00,2nd canteen,1,0,83
2019-04-01 06:56:00,5th canteen,1,0,83
2019-04-01 06:56:00,1st canteen,1,0,83
2019-04-01 06:56:00,5th canteen,1,0,83
2019-04-01 06:56:00,2nd canteen,1,0,83
2019-04-01 06:56:00,5th canteen,1,0,83
2019-04-01 06:56:00,2nd canteen,1,0,83
2019-04-01 06:56:00,2nd canteen,1,0,83
2019-04-01 06:57:00,5th canteen,1,0,83
