transaction_time,window,is_workday,day_of_week,time_slot
2019-04-18 06:27:00,2nd canteen,1,3,77
2019-04-18 06:28:00,2nd canteen,1,3,77
2019-04-18 06:28:00,2nd canteen,1,3,77
2019-04-18 06:28:00,2nd canteen,1,3,77
2019-04-18 06:32:00,2nd canteen,1,3,78
2019-04-18 06:33:00,2nd canteen,1,3,78
2019-04-18 06:33:00,2nd canteen,1,3,78
2019-04-18 06:33:00,2nd canteen,1,3,78
2019-04-18 06:34:00,2nd canteen,1,3,78
2019-04-18 06:34:00,2nd canteen,1,3,78
2019-04-18 06:35:00,2nd canteen,1,3,79
2019-04-18 06:36:00,5th canteen,1,3,79
2019-04-18 06:37:00,2nd canteen,1,3,79
2019-04-18 06:38:00,2nd canteen,1,3,79
2019-04-18 06:39:00,2nd canteen,1,3,79
2019-04-18 06:39:00,2nd canteen,1,3,79
2019-04-18 06:40:00,2nd canteen,1,3,80
2019-04-18 06:41:00,5th canteen,1,3,80
2019-04-18 06:41:00,2nd canteen,1,3,80
2019-04-18 06:41:00,2nd canteen,1,3,80
2019-04-18 06:42:00,2nd canteen,1,3,80
2019-04-18 06:42:00,5th canteen,1,3,80
2019-04-18 06:42:00,5th canteen,1,3,80
2019-04-18 06:42:00,2nd canteen,1,3,80
2019-04-18 06:42:00,5th canteen,1,3,80
2019-04-18 06:42:00,5th canteen,1,3,80
2019-04-18 06:42:00,2nd canteen,1,3,80
2019-04-18 06:42:00,5th canteen,1,3,80
2019-04-18 06:43:00,5th canteen,1,3,80
2019-04-18 06:43:00,5th canteen,1,3,80
2019-04-18 06:43:00,2nd canteen,1,3,80
2019-04-18 06:44:00,5th canteen,1,3,80
2019-04-18 06:44:00,5th canteen,1,3,80
2019-04-18 06:44:00,5th canteen,1,3,80
2019-04-18 06:45:00,2nd canteen,1,3,81
2019-04-18 06:45:00,2nd canteen,1,3,81
2019-04-18 06:46:00,2nd canteen,1,3,81
2019-04-18 06:46:00,2nd canteen,1,3,81
2019-04-18 06:46:00,2nd canteen,1,3,81
2019-04-18 06:46:00,2nd canteen,1,3,81
2019-04-18 06:46:00,5th canteen,1,3,81
2019-04-18 06:47:00,2nd canteen,1,3,81
2019-04-18 06:47:00,2nd canteen,1,3,81
2019-04-18 06:47:00,2nd canteen,1,3,81
2019-04-18 06:49:00,2nd canteen,1,3,81
2019-04-18 06:49:00,2nd canteen,1,3,81
2019-04-18 06:49:00,2nd canteen,1,3,81
2019-04-18 06:49:00,2nd canteen,1,3,81
2019-04-18 06:49:00,5th canteen,1,3,81
2019-04-18 06:49:00,2nd canteen,1,3,81
2019-04-18 06:49:00,2nd canteen,1,3,81
2019-04-18 06:49:00,2nd canteen,1,3,81
2019-04-18 06:50:00,2nd canteen,1,3,82
2019-04-18 06:51:00,2nd canteen,1,3,82
2019-04-18 06:51:00,2nd canteen,1,3,82
2019-04-18 06:52:00,2nd canteen,1,3,82
2019-04-18 06:52:00,2nd canteen,1,3,82
2019-04-18 06:53:00,2nd canteen,1,3,82
2019-04-18 06:53:00,5th canteen,1,3,82
2019-04-18 06:53:00,5th canteen,1,3,82
2019-04-18 06:53:00,2nd canteen,1,3,82
2019-04-18 06:53:00,2nd canteen,1,3,82
2019-04-18 06:54:00,5th canteen,1,3,82
2019-04-18 06:54:00,2nd canteen,1,3,82
2019-04-18 06:54:00,2nd canteen,1,3,82
2019-04-18 06:54:00,2nd canteen,1,3,82
2019-04-18 06:55:00,2nd canteen,1,3,83
2019-04-18 06:55:00,5th canteen,1,3,83
2019-04-18 06:55:00,2nd canteen,1,3,83
2019-04-18 06:56:00,5th canteen,1,3,83
2019-04-18 06:56:00,2nd canteen,1,3,83
2019-04-18 06:56:00,2nd canteen,1,3,83
2019-04-18 06:56:00,5th canteen,1,3,83
2019-04-18 06:56:00,2nd canteen,1,3,83
2019-04-18 06:56:00,2nd canteen,1,3,83
2019-04-18 06:56:00,2nd canteen,1,3,83
2019-04-18 06:57:00,5th canteen,1,3,83
2019-04-18 06:57:00,5th canteen,1,3,83
2019-04-18 06:57:00,2nd canteen,1,3,83
2019-04-18 06:57:00,2nd canteen,1,3,83
2019-04-18 06:57:00,2nd canteen,1,3,83
2019-04-18 06:58:00,2nd canteen,1,3,83
2019-04-18 06:58:00,2nd canteen,1,3,83
2019-04-18 06:58:00,5th canteen,1,3,83
2019-04-18 06:59:00,2nd canteen,1,3,83
2019-04-18 06:59:00,2nd canteen,1,3,83
2019-04-18 06:59:00,2nd canteen,1,3,83
2019-04-18 06:59:00,2nd canteen,1,3,83
2019-04-18 07:00:00,2nd canteen,1,3,84
2019-04-18 07:00:00,2nd canteen,1,3,84
2019-04-18 07:00:00,2nd canteen,1,3,84
2019-04-18 07:01:00,5th canteen,1,3,84
2019-04-18 07:01:00,5th canteen,1,3,84
2019-04-18 07:01:00,2nd canteen,1,3,84
2019-04-18 07:01:00,5th canteen,1,3,84
2019-04-18 07:01:00,5th canteen,1,3,84
2019-04-18 07:02:00,5th canteen,1,3,84
2019-04-18 07:02:00,5th canteen,1,3,84
2019-04-18 07:02:00,5th canteen,1,3,84
2019-04-18 07:02:00,5th canteen,1,3,84
2019-04-18 07:02:00,5th canteen,1,3,84
2019-04-18 07:02:00,2nd canteen,1,3,84
2019-04-18 07:02:00,2nd canteen,1,3,84
2019-04-18 07:02:00,2nd canteen,1,3,84
2019-04-18 07:02:00,5th canteen,1,3,84
2019-04-18 07:03:00,2nd canteen,1,3,84
2019-04-18 07:03:00,2nd canteen,1,3,84
2019-04-18 07:03:00,5th canteen,1,3,84
2019-04-18 07:03:00,2nd canteen,1,3,84
2019-04-18 07:03:00,5th canteen,1,3,84
2019-04-18 07:03:00,5th canteen,1,3,84
2019-04-18 07:03:00,5th canteen,1,3,84
2019-04-18 07:03:00,5th canteen,1,3,84
2019-04-18 07:03:00,5th canteen,1,3,84
2019-04-18 07:03:00,2nd canteen,1,3,84
2019-04-18 07:03:00,5th canteen,1,3,84
2019-04-18 07:03:00,5th canteen,1,3,84
2019-04-18 07:03:00,5th canteen,1,3,84
2019-04-18 07:03:00,2nd canteen,1,3,84
2019-04-18 07:03:00,5th canteen,1,3,84
2019-04-18 07:04:00,2nd canteen,1,3,84
2019-04-18 07:04:00,2nd canteen,1,3,84
2019-04-18 07:04:00,5th canteen,1,3,84
2019-04-18 07:04:00,2nd canteen,1,3,84
2019-04-18 07:04:00,5th canteen,1,3,84
2019-04-18 07:04:00,5th canteen,1,3,84
2019-04-18 07:04:00,2nd canteen,1,3,84
2019-04-18 07:04:00,5th canteen,1,3,84
2019-04-18 07:05:00,5th canteen,1,3,85
2019-04-18 07:05:00,5th canteen,1,3,85
2019-04-18 07:05:00,5th canteen,1,3,85
2019-04-18 07:05:00,2nd canteen,1,3,85
2019-04-18 07:05:00,5th canteen,1,3,85
2019-04-18 07:05:00,5th canteen,1,3,85
2019-04-18 07:05:00,2nd canteen,1,3,85
2019-04-18 07:05:00,2nd canteen,1,3,85
2019-04-18 07:05:00,2nd canteen,1,3,85
2019-04-18 07:05:00,5th canteen,1,3,85
2019-04-18 07:05:00,5th canteen,1,3,85
2019-04-18 07:05:00,5th canteen,1,3,85
2019-04-18 07:05:00,5th canteen,1,3,85
2019-04-18 07:05:00,2nd canteen,1,3,85
2019-04-18 07:06:00,5th canteen,1,3,85
2019-04-18 07:06:00,5th canteen,1,3,85
2019-04-18 07:06:00,1st canteen,1,3,85
2019-04-18 07:06:00,2nd canteen,1,3,85
2019-04-18 07:06:00,5th canteen,1,3,85
2019-04-18 07:06:00,5th canteen,1,3,85
2019-04-18 07:06:00,2nd canteen,1,3,85
2019-04-18 07:06:00,2nd canteen,1,3,85
2019-04-18 07:06:00,5th canteen,1,3,85
2019-04-18 07:06:00,5th canteen,1,3,85
2019-04-18 07:06:00,5th canteen,1,3,85
2019-04-18 07:07:00,2nd canteen,1,3,85
2019-04-18 07:07:00,5th canteen,1,3,85
2019-04-18 07:07:00,5th canteen,1,3,85
2019-04-18 07:07:00,5th canteen,1,3,85
2019-04-18 07:07:00,5th canteen,1,3,85
2019-04-18 07:08:00,5th canteen,1,3,85
2019-04-18 07:08:00,5th canteen,1,3,85
2019-04-18 07:08:00,5th canteen,1,3,85
2019-04-18 07:08:00,2nd canteen,1,3,85
2019-04-18 07:08:00,5th canteen,1,3,85
2019-04-18 07:08:00,2nd canteen,1,3,85
2019-04-18 07:08:00,5th canteen,1,3,85
2019-04-18 07:08:00,2nd canteen,1,3,85
2019-04-18 07:08:00,2nd canteen,1,3,85
2019-04-18 07:09:00,2nd canteen,1,3,85
2019-04-18 07:09:00,2nd canteen,1,3,85
2019-04-18 07:09:00,5th canteen,1,3,85
2019-04-18 07:09:00,5th canteen,1,3,85
2019-04-18 07:09:00,5th canteen,1,3,85
2019-04-18 07:09:00,2nd canteen,1,3,85
2019-04-18 07:09:00,5th canteen,1,3,85
2019-04-18 07:09:00,2nd canteen,1,3,85
2019-04-18 07:09:00,2nd canteen,1,3,85
2019-04-18 07:09:00,2nd canteen,1,3,85
2019-04-18 07:09:00,5th canteen,1,3,85
2019-04-18 07:09:00,2nd canteen,1,3,85
2019-04-18 07:09:00,5th canteen,1,3,85
2019-04-18 07:10:00,5th canteen,1,3,86
2019-04-18 07:10:00,2nd canteen,1,3,86
2019-04-18 07:10:00,5th canteen,1,3,86
2019-04-18 07:10:00,5th canteen,1,3,86
2019-04-18 07:10:00,5th canteen,1,3,86
2019-04-18 07:10:00,5th canteen,1,3,86
2019-04-18 07:10:00,2nd canteen,1,3,86
2019-04-18 07:10:00,5th canteen,1,3,86
2019-04-18 07:10:00,5th canteen,1,3,86
2019-04-18 07:10:00,5th canteen,1,3,86
2019-04-18 07:10:00,2nd canteen,1,3,86
2019-04-18 07:11:00,2nd canteen,1,3,86
2019-04-18 07:11:00,5th canteen,1,3,86
2019-04-18 07:11:00,2nd canteen,1,3,86
2019-04-18 07:11:00,2nd canteen,1,3,86
2019-04-18 07:11:00,2nd canteen,1,3,86
2019-04-18 07:11:00,5th canteen,1,3,86
2019-04-18 07:11:00,2nd canteen,1,3,86
2019-04-18 07:11:00,2nd canteen,1,3,86
2019-04-18 07:11:00,5th canteen,1,3,86
2019-04-18 07:11:00,5th canteen,1,3,86
2019-04-18 07:12:00,2nd canteen,1,3,86
2019-04-18 07:12:00,2nd canteen,1,3,86
2019-04-18 07:12:00,2nd canteen,1,3,86
2019-04-18 07:12:00,2nd canteen,1,3,86
2019-04-18 07:12:00,5th canteen,1,3,86
2019-04-18 07:12:00,2nd canteen,1,3,86
2019-04-18 07:12:00,5th canteen,1,3,86
2019-04-18 07:12:00,5th canteen,1,3,86
2019-04-18 07:12:00,2nd canteen,1,3,86
2019-04-18 07:13:00,5th canteen,1,3,86
2019-04-18 07:13:00,2nd canteen,1,3,86
2019-04-18 07:13:00,5th canteen,1,3,86
2019-04-18 07:13:00,2nd canteen,1,3,86
2019-04-18 07:13:00,1st canteen,1,3,86
2019-04-18 07:13:00,5th canteen,1,3,86
2019-04-18 07:13:00,2nd canteen,1,3,86
2019-04-18 07:13:00,2nd canteen,1,3,86
2019-04-18 07:13:00,2nd canteen,1,3,86
2019-04-18 07:13:00,5th canteen,1,3,86
2019-04-18 07:13:00,5th canteen,1,3,86
2019-04-18 07:13:00,2nd canteen,1,3,86
2019-04-18 07:13:00,5th canteen,1,3,86
2019-04-18 07:13:00,5th canteen,1,3,86
2019-04-18 07:13:00,2nd canteen,1,3,86
2019-04-18 07:13:00,2nd canteen,1,3,86
2019-04-18 07:13:00,5th canteen,1,3,86
2019-04-18 07:13:00,5th canteen,1,3,86
2019-04-18 07:13:00,5th canteen,1,3,86
2019-04-18 07:13:00,5th canteen,1,3,86
2019-04-18 07:13:00,5th canteen,1,3,86
